formula,compound,isotopeLabel,Sample,IonCount,fraction.all
C5H9NO2,proline,O18-label-2,col009b_T4,99338.97,0.298533226
C3H7NO3,serine,C12 PARENT,col009b_T4,10713.75,0.044103721
C3H7NO3,serine,O18-label-1,col009b_T4,51508.12,0.212035912
C3H7NO3,serine,O18-label-2,col009b_T4,109346.04,0.450128782
C3H7NO3,serine,O18-label-3,col009b_T4,71353.77,0.293731585
C4H9NO3,threonine,C12 PARENT,col009b_T4,52520.16,0.30229083
C4H9NO3,threonine,O18-label-1,col009b_T4,86717.49,0.499120758
C4H9NO3,threonine,O18-label-2,col009b_T4,34502.85,0.198588412
C11H12N2O2,tryptophan,C12 PARENT,col009b_T4,120127.19,0.851553698
C11H12N2O2,tryptophan,O18-label-1,col009b_T4,12641.62,0.089613503
C11H12N2O2,tryptophan,O18-label-2,col009b_T4,8299.44,0.058832799
C5H11NO2,valine,C12 PARENT,col009b_T4,962525.75,0.355989132
C5H11NO2,valine,O18-label-1,col009b_T4,1207974.12,0.446767952
C5H11NO2,valine,O18-label-2,col009b_T4,533306.69,0.197242916
C3H7NO2,alanine,C12 PARENT,col009b_T5,283066.97,0.707994412
C3H7NO2,alanine,O18-label-1,col009b_T5,36078.51,0.090237951
C3H7NO2,alanine,O18-label-2,col009b_T5,80669.78,0.201767636
C6H14N4O2,arginine,C12 PARENT,col009b_T5,112839.21,0.219670489
C6H14N4O2,arginine,O18-label-1,col009b_T5,208755.58,0.406396326
C6H14N4O2,arginine,O18-label-2,col009b_T5,192080.08,0.373933185
C4H8N2O3,asparagine,C12 PARENT,col009b_T5,70943.8,0.352509471
C4H8N2O3,asparagine,O18-label-1,col009b_T5,104030.12,0.516910604
C4H8N2O3,asparagine,O18-label-2,col009b_T5,26279.68,0.130579925
C4H7NO4,aspartate,C12 PARENT,col009b_T5,7352.97,0.005978812
C4H7NO4,aspartate,O18-label-1,col009b_T5,16292.68,0.013247826
C4H7NO4,aspartate,O18-label-2,col009b_T5,117903.7,0.095869293
C4H7NO4,aspartate,O18-label-3,col009b_T5,402211.97,0.327044673
C4H7NO4,aspartate,O18-label-4,col009b_T5,686076.69,0.557859396
C5H9NO4,glutamate,C12 PARENT,col009b_T5,391835.25,0.033667025
C5H9NO4,glutamate,O18-label-1,col009b_T5,776085.31,0.066682321
C5H9NO4,glutamate,O18-label-2,col009b_T5,2242573,0.192684966
C5H9NO4,glutamate,O18-label-3,col009b_T5,3133410.75,0.269226975
C5H9NO4,glutamate,O18-label-4,col009b_T5,5094642.5,0.437738713
C5H10N2O3,glutamine,C12 PARENT,col009b_T5,2853777.25,0.15846291
C5H10N2O3,glutamine,O18-label-1,col009b_T5,6281922.5,0.348818998
C5H10N2O3,glutamine,O18-label-2,col009b_T5,4899535.5,0.272058604
C5H10N2O3,glutamine,O18-label-3,col009b_T5,3973882.75,0.220659488
C2H5NO2,glycine,C12 PARENT,col009b_T5,18325.61,0.364871955
C2H5NO2,glycine,O18-label-1,col009b_T5,19960.48,0.397423025
C2H5NO2,glycine,O18-label-2,col009b_T5,11938.68,0.237705021
C6H13NO2,isoleucine,C12 PARENT,col009b_T5,637624.31,0.403885554
C6H13NO2,isoleucine,O18-label-1,col009b_T5,608026.25,0.385137478
C6H13NO2,isoleucine,O18-label-2,col009b_T5,333074.66,0.210976968
C6H14N2O2,lysine,C12 PARENT,col009b_T5,12567.58,0.234128106
C6H14N2O2,lysine,O18-label-1,col009b_T5,26081.12,0.485879003
C6H14N2O2,lysine,O18-label-2,col009b_T5,15029.52,0.279992891
C5H11NO2S,methionine,C12 PARENT,col009b_T5,114488.54,0.391044853
C5H11NO2S,methionine,O18-label-1,col009b_T5,48573.28,0.16590596
C5H11NO2S,methionine,O18-label-2,col009b_T5,129714.16,0.443049187
C9H11NO2,phenylalanine,C12 PARENT,col009b_T5,543357.19,0.367436411
C9H11NO2,phenylalanine,O18-label-1,col009b_T5,533090.56,0.360493771
C9H11NO2,phenylalanine,O18-label-2,col009b_T5,402331.09,0.272069818
C5H9NO2,proline,C12 PARENT,col009b_T5,92860.79,0.191659988
C5H9NO2,proline,O18-label-1,col009b_T5,176841.19,0.3649913
C5H9NO2,proline,O18-label-2,col009b_T5,214805.98,0.443348712
C3H7NO3,serine,C12 PARENT,col009b_T5,13246.21,0.042146182
C3H7NO3,serine,O18-label-1,col009b_T5,62271.94,0.198133997
C3H7NO3,serine,O18-label-2,col009b_T5,144810.42,0.460751139
C3H7NO3,serine,O18-label-3,col009b_T5,93963.48,0.298968682
C4H9NO3,threonine,C12 PARENT,col009b_T5,28485.58,0.189770471
C4H9NO3,threonine,O18-label-1,col009b_T5,80586.8,0.536867951
C4H9NO3,threonine,O18-label-2,col009b_T5,41033.06,0.273361578
C11H12N2O2,tryptophan,C12 PARENT,col009b_T5,118794.88,0.83937482
C11H12N2O2,tryptophan,O18-label-1,col009b_T5,16640.53,0.11757781
C11H12N2O2,tryptophan,O18-label-2,col009b_T5,6092.4,0.04304737
C5H11NO2,valine,C12 PARENT,col009b_T5,644139,0.260823279
C5H11NO2,valine,O18-label-1,col009b_T5,1105683.88,0.447710968
C5H11NO2,valine,O18-label-2,col009b_T5,719814.81,0.291465753
C3H7NO2,alanine,C12 PARENT,col009b_T6,248601.25,0.786064935
C3H7NO2,alanine,O18-label-1,col009b_T6,23896.06,0.075558167
C3H7NO2,alanine,O18-label-2,col009b_T6,43763.14,0.138376898
C6H14N4O2,arginine,C12 PARENT,col009b_T6,121578.71,0.136395595
C6H14N4O2,arginine,O18-label-1,col009b_T6,377361.25,0.423350539
C6H14N4O2,arginine,O18-label-2,col009b_T6,392428.34,0.440253866
C4H8N2O3,asparagine,C12 PARENT,col009b_T6,39812.92,0.174252934
C4H8N2O3,asparagine,O18-label-1,col009b_T6,143605.64,0.628532248
C4H8N2O3,asparagine,O18-label-2,col009b_T6,45059.2,0.197214819
C4H7NO4,aspartate,C12 PARENT,col009b_T6,2649.42,0.003192472
C4H7NO4,aspartate,O18-label-1,col009b_T6,21667.73,0.026108969
C4H7NO4,aspartate,O18-label-2,col009b_T6,45701.12,0.055068487
C4H7NO4,aspartate,O18-label-3,col009b_T6,286514.16,0.345241021
C4H7NO4,aspartate,O18-label-4,col009b_T6,473363.62,0.570389051
C5H9NO4,glutamate,C12 PARENT,col009b_T6,366892.22,0.029418993
C5H9NO4,glutamate,O18-label-1,col009b_T6,526335,0.0422038
C5H9NO4,glutamate,O18-label-2,col009b_T6,1678851.88,0.134617552
C5H9NO4,glutamate,O18-label-3,col009b_T6,3768757.25,0.302195137
C5H9NO4,glutamate,O18-label-4,col009b_T6,6130434,0.491564518
C5H10N2O3,glutamine,C12 PARENT,col009b_T6,1719518,0.081538706
C5H10N2O3,glutamine,O18-label-1,col009b_T6,5802884,0.275169934
C5H10N2O3,glutamine,O18-label-2,col009b_T6,6990853.5,0.331502869
C5H10N2O3,glutamine,O18-label-3,col009b_T6,6575109.5,0.311788491
C2H5NO2,glycine,C12 PARENT,col009b_T6,24590.89,0.272018636
C2H5NO2,glycine,O18-label-1,col009b_T6,38120.36,0.421678448
C2H5NO2,glycine,O18-label-2,col009b_T6,27690.24,0.306302916
C6H13NO2,isoleucine,C12 PARENT,col009b_T6,457377.41,0.431204537
C6H13NO2,isoleucine,O18-label-1,col009b_T6,385331.16,0.363281047
C6H13NO2,isoleucine,O18-label-2,col009b_T6,217988.55,0.205514417
C6H14N2O2,lysine,C12 PARENT,col009b_T6,15321.87,0.143154188
C6H14N2O2,lysine,O18-label-1,col009b_T6,54858.89,0.512553613
C6H14N2O2,lysine,O18-label-2,col009b_T6,36849.78,0.344292199
C5H11NO2S,methionine,C12 PARENT,col009b_T6,83984.3,0.389932639
C5H11NO2S,methionine,O18-label-1,col009b_T6,46468.77,0.215750921
C5H11NO2S,methionine,O18-label-2,col009b_T6,84928.49,0.39431644
C9H11NO2,phenylalanine,C12 PARENT,col009b_T6,501668.88,0.214090753
C9H11NO2,phenylalanine,O18-label-1,col009b_T6,957746.5,0.408725112
C9H11NO2,phenylalanine,O18-label-2,col009b_T6,883838,0.377184135
C5H9NO2,proline,C12 PARENT,col009b_T6,77682.73,0.115072484
C5H9NO2,proline,O18-label-1,col009b_T6,256716.55,0.380277717
C5H9NO2,proline,O18-label-2,col009b_T6,340677.22,0.504649799
C3H7NO3,serine,C12 PARENT,col009b_T6,13879.1,0.038406721
C3H7NO3,serine,O18-label-1,col009b_T6,66400.67,0.183746207
C3H7NO3,serine,O18-label-2,col009b_T6,179063,0.495509263
C3H7NO3,serine,O18-label-3,col009b_T6,102028.88,0.282337809
C4H9NO3,threonine,C12 PARENT,col009b_T6,18213.11,0.112772755
C4H9NO3,threonine,O18-label-1,col009b_T6,91021.71,0.563592323
C4H9NO3,threonine,O18-label-2,col009b_T6,52267.93,0.323634923
C11H12N2O2,tryptophan,C12 PARENT,col009b_T6,98066.15,0.612290891
C11H12N2O2,tryptophan,O18-label-1,col009b_T6,40677.39,0.253975458
C11H12N2O2,tryptophan,O18-label-2,col009b_T6,21419.14,0.133733651
C5H11NO2,valine,C12 PARENT,col009b_T6,421179.66,0.260553987
C5H11NO2,valine,O18-label-1,col009b_T6,706150.69,0.436845354
C5H11NO2,valine,O18-label-2,col009b_T6,489147.16,0.302600659
C3H7NO2,alanine,C12 PARENT,col009b_T7,273967.41,0.854929694
C3H7NO2,alanine,O18-label-1,col009b_T7,21624.44,0.067480201
C3H7NO2,alanine,O18-label-2,col009b_T7,24864.22,0.077590105
C6H14N4O2,arginine,C12 PARENT,col009b_T7,129380.32,0.102381659
C6H14N4O2,arginine,O18-label-1,col009b_T7,517780.59,0.409731835
C6H14N4O2,arginine,O18-label-2,col009b_T7,616545.12,0.487886506
C4H8N2O3,asparagine,C12 PARENT,col009b_T7,42086.71,0.110722257
C4H8N2O3,asparagine,O18-label-1,col009b_T7,262056.14,0.689420655
C4H8N2O3,asparagine,O18-label-2,col009b_T7,75967.81,0.199857089
C4H7NO4,aspartate,C12 PARENT,col009b_T7,2431.14,0.004483104
C4H7NO4,aspartate,O18-label-1,col009b_T7,16886.56,0.031139384
C4H7NO4,aspartate,O18-label-2,col009b_T7,32237.7,0.059447402
C4H7NO4,aspartate,O18-label-3,col009b_T7,188127.98,0.346914315
C4H7NO4,aspartate,O18-label-4,col009b_T7,302606.09,0.558015796
C5H9NO4,glutamate,C12 PARENT,col009b_T7,352007.25,0.048020908
C5H9NO4,glutamate,O18-label-1,col009b_T7,270850.84,0.036949532
C5H9NO4,glutamate,O18-label-2,col009b_T7,866843.81,0.118255027
C5H9NO4,glutamate,O18-label-3,col009b_T7,2425050.75,0.330825968
C5H9NO4,glutamate,O18-label-4,col009b_T7,3415538.75,0.465948564
C5H10N2O3,glutamine,C12 PARENT,col009b_T7,928441.19,0.037725198
C5H10N2O3,glutamine,O18-label-1,col009b_T7,5019265.5,0.203946991
C5H10N2O3,glutamine,O18-label-2,col009b_T7,9538608,0.387580693
C5H10N2O3,glutamine,O18-label-3,col009b_T7,9124323,0.370747118
C2H5NO2,glycine,C12 PARENT,col009b_T7,21937.32,0.20700262
C2H5NO2,glycine,O18-label-1,col009b_T7,49154.93,0.463830554
C2H5NO2,glycine,O18-label-2,col009b_T7,34883.8,0.329166826
C6H13NO2,isoleucine,C12 PARENT,col009b_T7,489810.03,0.364497619
C6H13NO2,isoleucine,O18-label-1,col009b_T7,546141.81,0.406417543
C6H13NO2,isoleucine,O18-label-2,col009b_T7,307843.03,0.229084838
C6H14N2O2,lysine,C12 PARENT,col009b_T7,15322.99,0.107282448
C6H14N2O2,lysine,O18-label-1,col009b_T7,64980.34,0.45495363
C6H14N2O2,lysine,O18-label-2,col009b_T7,62525.16,0.437763922
C5H11NO2S,methionine,C12 PARENT,col009b_T7,89221.81,0.19647644
C5H11NO2S,methionine,O18-label-1,col009b_T7,115130.65,0.253530614
C5H11NO2S,methionine,O18-label-2,col009b_T7,249757,0.549992947
C9H11NO2,phenylalanine,C12 PARENT,col009b_T7,658908.69,0.140544417
C9H11NO2,phenylalanine,O18-label-1,col009b_T7,1909454.5,0.407284308
C9H11NO2,phenylalanine,O18-label-2,col009b_T7,2119896.25,0.452171275
C5H9NO2,proline,C12 PARENT,col009b_T7,66718.22,0.082233695
C5H9NO2,proline,O18-label-1,col009b_T7,322323.72,0.397280842
C5H9NO2,proline,O18-label-2,col009b_T7,422282.66,0.520485463
C3H7NO3,serine,C12 PARENT,col009b_T7,8482.03,0.027840538
C3H7NO3,serine,O18-label-1,col009b_T7,65551.87,0.215160678
C3H7NO3,serine,O18-label-2,col009b_T7,149638.41,0.491157641
C3H7NO3,serine,O18-label-3,col009b_T7,80992.42,0.265841143
C4H9NO3,threonine,C12 PARENT,col009b_T7,17010.33,0.090871832
C4H9NO3,threonine,O18-label-1,col009b_T7,99776.59,0.533022082
C4H9NO3,threonine,O18-label-2,col009b_T7,70403.43,0.376106087
C11H12N2O2,tryptophan,C12 PARENT,col009b_T7,120813.53,0.453171984
C11H12N2O2,tryptophan,O18-label-1,col009b_T7,80798.34,0.303074863
C11H12N2O2,tryptophan,O18-label-2,col009b_T7,64983.45,0.243753154
C5H11NO2,valine,C12 PARENT,col009b_T7,413832.25,0.230026148
C5H11NO2,valine,O18-label-1,col009b_T7,824598.06,0.458347834
C5H11NO2,valine,O18-label-2,col009b_T7,560635.81,0.311626017
C3H7NO2,alanine,C12 PARENT,col009b_T8,304039.75,0.78650366
C3H7NO2,alanine,O18-label-1,col009b_T8,32126.42,0.083106064
C3H7NO2,alanine,O18-label-2,col009b_T8,50405.14,0.130390277
C6H14N4O2,arginine,C12 PARENT,col009b_T8,130302.99,0.084861026
C6H14N4O2,arginine,O18-label-1,col009b_T8,619574.56,0.403503655
C6H14N4O2,arginine,O18-label-2,col009b_T8,785609.31,0.511635319
C4H8N2O3,asparagine,C12 PARENT,col009b_T8,35535.23,0.089842221
C4H8N2O3,asparagine,O18-label-1,col009b_T8,266046.19,0.672633347
C4H8N2O3,asparagine,O18-label-2,col009b_T8,93947.87,0.237524432
C4H7NO4,aspartate,C12 PARENT,col009b_T8,1324.37,0.003894804
C4H7NO4,aspartate,O18-label-1,col009b_T8,9010.21,0.026497884
C4H7NO4,aspartate,O18-label-2,col009b_T8,22213.71,0.065327703
C4H7NO4,aspartate,O18-label-3,col009b_T8,111064.98,0.326628015
C4H7NO4,aspartate,O18-label-4,col009b_T8,196421.8,0.577651593
C5H9NO4,glutamate,C12 PARENT,col009b_T8,332231.91,0.044302841
C5H9NO4,glutamate,O18-label-1,col009b_T8,276002.94,0.036804756
C5H9NO4,glutamate,O18-label-2,col009b_T8,936966.81,0.124943724
C5H9NO4,glutamate,O18-label-3,col009b_T8,2594346.25,0.345953856
C5H9NO4,glutamate,O18-label-4,col009b_T8,3359562.75,0.447994823
C5H10N2O3,glutamine,C12 PARENT,col009b_T8,783389.25,0.031501282
C5H10N2O3,glutamine,O18-label-1,col009b_T8,4717626,0.189702967
C5H10N2O3,glutamine,O18-label-2,col009b_T8,9903574,0.398237878
C5H10N2O3,glutamine,O18-label-3,col009b_T8,9463899,0.380557873
C2H5NO2,glycine,C12 PARENT,col009b_T8,17973.7,0.221659644
C2H5NO2,glycine,O18-label-1,col009b_T8,38963.86,0.48051961
C2H5NO2,glycine,O18-label-2,col009b_T8,24149.37,0.297820746
C6H13NO2,isoleucine,C12 PARENT,col009b_T8,504266.28,0.294720383
C6H13NO2,isoleucine,O18-label-1,col009b_T8,693238.88,0.405166151
C6H13NO2,isoleucine,O18-label-2,col009b_T8,513493.84,0.300113466
C6H14N2O2,lysine,C12 PARENT,col009b_T8,15252.75,0.084399396
C6H14N2O2,lysine,O18-label-1,col009b_T8,84840.97,0.469458073
C6H14N2O2,lysine,O18-label-2,col009b_T8,80627.36,0.446142531
C5H11NO2S,methionine,C12 PARENT,col009b_T8,87634.16,0.159756215
C5H11NO2S,methionine,O18-label-1,col009b_T8,147509.23,0.268907881
C5H11NO2S,methionine,O18-label-2,col009b_T8,313405.91,0.571335904
C9H11NO2,phenylalanine,C12 PARENT,col009b_T8,705742.5,0.107611902
C9H11NO2,phenylalanine,O18-label-1,col009b_T8,2574947.25,0.392628998
C9H11NO2,phenylalanine,O18-label-2,col009b_T8,3277530,0.4997591
C5H9NO2,proline,C12 PARENT,col009b_T8,45064.16,0.080827091
C5H9NO2,proline,O18-label-1,col009b_T8,231886.5,0.415911695
C5H9NO2,proline,O18-label-2,col009b_T8,280587.16,0.503261214
C3H7NO3,serine,C12 PARENT,col009b_T8,18874.66,0.04404356
C3H7NO3,serine,O18-label-1,col009b_T8,91465.3,0.213432051
C3H7NO3,serine,O18-label-2,col009b_T8,204454.42,0.477089411
C3H7NO3,serine,O18-label-3,col009b_T8,113750.91,0.265434979
C4H9NO3,threonine,C12 PARENT,col009b_T8,18956.18,0.093384898
C4H9NO3,threonine,O18-label-1,col009b_T8,103656.13,0.510647038
C4H9NO3,threonine,O18-label-2,col009b_T8,80377.47,0.395968063
C11H12N2O2,tryptophan,C12 PARENT,col009b_T8,115187,0.31872071
C11H12N2O2,tryptophan,O18-label-1,col009b_T8,131732.14,0.364500865
C11H12N2O2,tryptophan,O18-label-2,col009b_T8,114485.05,0.316778425
C5H11NO2,valine,C12 PARENT,col009b_T8,399189.78,0.223581155
C5H11NO2,valine,O18-label-1,col009b_T8,809213.25,0.453230122
C5H11NO2,valine,O18-label-2,col009b_T8,577032.69,0.323188723
C3H7NO2,alanine,C12 PARENT,col009b_blank1,5978.85,1
C3H7NO2,alanine,O18-label-1,col009b_blank1,0,0
C3H7NO2,alanine,O18-label-2,col009b_blank1,0,0
C6H14N4O2,arginine,C12 PARENT,col009b_blank1,2732.93,0.479133575
C6H14N4O2,arginine,O18-label-1,col009b_blank1,663.82,0.116380021
C6H14N4O2,arginine,O18-label-2,col009b_blank1,2307.15,0.404486404
C4H8N2O3,asparagine,C12 PARENT,col009b_blank1,925.42,0.593575616
C4H8N2O3,asparagine,O18-label-1,col009b_blank1,341.06,0.218760022
C4H8N2O3,asparagine,O18-label-2,col009b_blank1,292.58,0.187664362
C4H7NO4,aspartate,C12 PARENT,col009b_blank1,794.25,0.182106451
C4H7NO4,aspartate,O18-label-1,col009b_blank1,1648.41,0.377949127
C4H7NO4,aspartate,O18-label-2,col009b_blank1,574.04,0.131616477
C4H7NO4,aspartate,O18-label-3,col009b_blank1,374.49,0.085863449
C4H7NO4,aspartate,O18-label-4,col009b_blank1,970.27,0.222464496
C5H9NO4,glutamate,C12 PARENT,col009b_blank1,2081.25,0.25305982
C5H9NO4,glutamate,O18-label-1,col009b_blank1,459.9,0.055919381
C5H9NO4,glutamate,O18-label-2,col009b_blank1,1092.54,0.132842271
C5H9NO4,glutamate,O18-label-3,col009b_blank1,1959.83,0.238296325
C5H9NO4,glutamate,O18-label-4,col009b_blank1,2630.82,0.319882203
C5H10N2O3,glutamine,C12 PARENT,col009b_blank1,2395.85,0.407082939
C5H10N2O3,glutamine,O18-label-1,col009b_blank1,746.17,0.126783011
C5H10N2O3,glutamine,O18-label-2,col009b_blank1,1608.07,0.273229902
C5H10N2O3,glutamine,O18-label-3,col009b_blank1,1135.32,0.192904148
C2H5NO2,glycine,C12 PARENT,col009b_blank1,4283.97,1
C2H5NO2,glycine,O18-label-1,col009b_blank1,0,0
C2H5NO2,glycine,O18-label-2,col009b_blank1,0,0
C6H13NO2,isoleucine,C12 PARENT,col009b_blank1,5264.56,0.645264722
C6H13NO2,isoleucine,O18-label-1,col009b_blank1,245.09,0.030040104
C6H13NO2,isoleucine,O18-label-2,col009b_blank1,2649.11,0.324695174
C6H14N2O2,lysine,C12 PARENT,col009b_blank1,836.28,0.715741906
C6H14N2O2,lysine,O18-label-1,col009b_blank1,187.33,0.160328994
C6H14N2O2,lysine,O18-label-2,col009b_blank1,144.8,0.1239291
C5H11NO2S,methionine,C12 PARENT,col009b_blank1,0,0
C5H11NO2S,methionine,O18-label-1,col009b_blank1,231.37,1
C5H11NO2S,methionine,O18-label-2,col009b_blank1,0,0
C9H11NO2,phenylalanine,C12 PARENT,col009b_blank1,3436,0.51523358
C9H11NO2,phenylalanine,O18-label-1,col009b_blank1,2208.64,0.331189026
C9H11NO2,phenylalanine,O18-label-2,col009b_blank1,1024.18,0.153577395
C5H9NO2,proline,C12 PARENT,col009b_blank1,1736.42,1
C5H9NO2,proline,O18-label-1,col009b_blank1,0,0
C5H9NO2,proline,O18-label-2,col009b_blank1,0,0
C3H7NO3,serine,C12 PARENT,col009b_blank1,9278.45,1
C3H7NO3,serine,O18-label-1,col009b_blank1,0,0
C3H7NO3,serine,O18-label-2,col009b_blank1,0,0
C3H7NO3,serine,O18-label-3,col009b_blank1,0,0
C4H9NO3,threonine,C12 PARENT,col009b_blank1,912.41,0.791596537
C4H9NO3,threonine,O18-label-1,col009b_blank1,0,0
C4H9NO3,threonine,O18-label-2,col009b_blank1,240.21,0.208403463
C11H12N2O2,tryptophan,C12 PARENT,col009b_blank1,460.55,0.251644665
C11H12N2O2,tryptophan,O18-label-1,col009b_blank1,1369.61,0.748355335
C11H12N2O2,tryptophan,O18-label-2,col009b_blank1,0,0
C5H11NO2,valine,C12 PARENT,col009b_blank1,12000.56,0.993442756
C5H11NO2,valine,O18-label-1,col009b_blank1,79.21,0.006557244
C5H11NO2,valine,O18-label-2,col009b_blank1,0,0
C3H7NO2,alanine,C12 PARENT,col009b_blank2,4133.89,1
C3H7NO2,alanine,O18-label-1,col009b_blank2,0,0
C3H7NO2,alanine,O18-label-2,col009b_blank2,0,0
C6H14N4O2,arginine,C12 PARENT,col009b_blank2,2315.24,0.54070263
C6H14N4O2,arginine,O18-label-1,col009b_blank2,501.84,0.117200035
C6H14N4O2,arginine,O18-label-2,col009b_blank2,1464.83,0.342097335
C4H8N2O3,asparagine,C12 PARENT,col009b_blank2,806.09,0.657651484
C4H8N2O3,asparagine,O18-label-1,col009b_blank2,138.67,0.113134428
C4H8N2O3,asparagine,O18-label-2,col009b_blank2,280.95,0.229214088
C4H7NO4,aspartate,C12 PARENT,col009b_blank2,616.03,0.260113752
C4H7NO4,aspartate,O18-label-1,col009b_blank2,655.85,0.276927429
C4H7NO4,aspartate,O18-label-2,col009b_blank2,290.46,0.122644417
C4H7NO4,aspartate,O18-label-3,col009b_blank2,446.61,0.188577509
C4H7NO4,aspartate,O18-label-4,col009b_blank2,359.36,0.151736893
C5H9NO4,glutamate,C12 PARENT,col009b_blank2,1538.02,0.320289381
C5H9NO4,glutamate,O18-label-1,col009b_blank2,189.83,0.039531692
C5H9NO4,glutamate,O18-label-2,col009b_blank2,461.13,0.096029338
C5H9NO4,glutamate,O18-label-3,col009b_blank2,1025.09,0.213472804
C5H9NO4,glutamate,O18-label-4,col009b_blank2,1587.9,0.330676785
C5H10N2O3,glutamine,C12 PARENT,col009b_blank2,1086.94,0.400288725
C5H10N2O3,glutamine,O18-label-1,col009b_blank2,343.92,0.126655839
C5H10N2O3,glutamine,O18-label-2,col009b_blank2,383.66,0.141290938
C5H10N2O3,glutamine,O18-label-3,col009b_blank2,900.87,0.331764498
C2H5NO2,glycine,C12 PARENT,col009b_blank2,6078.94,0.97966518
C2H5NO2,glycine,O18-label-1,col009b_blank2,126.18,0.02033482
C2H5NO2,glycine,O18-label-2,col009b_blank2,0,0
C6H13NO2,isoleucine,C12 PARENT,col009b_blank2,6107.39,0.796693678
C6H13NO2,isoleucine,O18-label-1,col009b_blank2,140.45,0.01832135
C6H13NO2,isoleucine,O18-label-2,col009b_blank2,1418.08,0.184984972
C6H14N2O2,lysine,C12 PARENT,col009b_blank2,555.13,0.659267968
C6H14N2O2,lysine,O18-label-1,col009b_blank2,286.91,0.340732032
C6H14N2O2,lysine,O18-label-2,col009b_blank2,0,0
C5H11NO2S,methionine,C12 PARENT,col009b_blank2,0,0
C5H11NO2S,methionine,O18-label-1,col009b_blank2,217.67,1
C5H11NO2S,methionine,O18-label-2,col009b_blank2,0,0
C9H11NO2,phenylalanine,C12 PARENT,col009b_blank2,1902.98,0.602258414
C9H11NO2,phenylalanine,O18-label-1,col009b_blank2,380.37,0.120380158
C9H11NO2,phenylalanine,O18-label-2,col009b_blank2,876.39,0.277361428
C5H9NO2,proline,C12 PARENT,col009b_blank2,1938.44,0.95941953
C5H9NO2,proline,O18-label-1,col009b_blank2,81.99,0.04058047
C5H9NO2,proline,O18-label-2,col009b_blank2,0,0
C3H7NO3,serine,C12 PARENT,col009b_blank2,5867.9,1
C3H7NO3,serine,O18-label-1,col009b_blank2,0,0
C3H7NO3,serine,O18-label-2,col009b_blank2,0,0
C3H7NO3,serine,O18-label-3,col009b_blank2,0,0
C4H9NO3,threonine,C12 PARENT,col009b_blank2,497.67,1
C4H9NO3,threonine,O18-label-1,col009b_blank2,0,0
C4H9NO3,threonine,O18-label-2,col009b_blank2,0,0
C11H12N2O2,tryptophan,C12 PARENT,col009b_blank2,642.79,0.281772194
C11H12N2O2,tryptophan,O18-label-1,col009b_blank2,1638.45,0.718227806
C11H12N2O2,tryptophan,O18-label-2,col009b_blank2,0,0
C5H11NO2,valine,C12 PARENT,col009b_blank2,11630.82,1
C5H11NO2,valine,O18-label-1,col009b_blank2,0,0
C5H11NO2,valine,O18-label-2,col009b_blank2,0,0
C3H7NO2,alanine,C12 PARENT,col009b_blank3,2638.56,1
C3H7NO2,alanine,O18-label-1,col009b_blank3,0,0
C3H7NO2,alanine,O18-label-2,col009b_blank3,0,0
C6H14N4O2,arginine,C12 PARENT,col009b_blank3,1851.99,0.470320388
C6H14N4O2,arginine,O18-label-1,col009b_blank3,408.66,0.103780868
C6H14N4O2,arginine,O18-label-2,col009b_blank3,1677.07,0.425898743
C4H8N2O3,asparagine,C12 PARENT,col009b_blank3,727.98,0.658191912
C4H8N2O3,asparagine,O18-label-1,col009b_blank3,142.81,0.129119463
C4H8N2O3,asparagine,O18-label-2,col009b_blank3,235.24,0.212688625
C4H7NO4,aspartate,C12 PARENT,col009b_blank3,634.35,0.277678071
C4H7NO4,aspartate,O18-label-1,col009b_blank3,833.76,0.364967082
C4H7NO4,aspartate,O18-label-2,col009b_blank3,251.25,0.109981265
C4H7NO4,aspartate,O18-label-3,col009b_blank3,250.65,0.109718623
C4H7NO4,aspartate,O18-label-4,col009b_blank3,314.47,0.137654959
C5H9NO4,glutamate,C12 PARENT,col009b_blank3,1334.85,0.343438684
C5H9NO4,glutamate,O18-label-1,col009b_blank3,176.57,0.045429051
C5H9NO4,glutamate,O18-label-2,col009b_blank3,434.12,0.11169315
C5H9NO4,glutamate,O18-label-3,col009b_blank3,713.96,0.183692162
C5H9NO4,glutamate,O18-label-4,col009b_blank3,1227.22,0.315746954
C5H10N2O3,glutamine,C12 PARENT,col009b_blank3,1442,0.626553348
C5H10N2O3,glutamine,O18-label-1,col009b_blank3,208.21,0.090467873
C5H10N2O3,glutamine,O18-label-2,col009b_blank3,211.06,0.091706206
C5H10N2O3,glutamine,O18-label-3,col009b_blank3,440.21,0.191272572
C2H5NO2,glycine,C12 PARENT,col009b_blank3,6621.69,0.972430838
C2H5NO2,glycine,O18-label-1,col009b_blank3,187.73,0.027569162
C2H5NO2,glycine,O18-label-2,col009b_blank3,0,0
C6H13NO2,isoleucine,C12 PARENT,col009b_blank3,3288.16,0.64350954
C6H13NO2,isoleucine,O18-label-1,col009b_blank3,507.44,0.099308574
C6H13NO2,isoleucine,O18-label-2,col009b_blank3,1314.13,0.257181886
C6H14N2O2,lysine,C12 PARENT,col009b_blank3,656.89,0.840517958
C6H14N2O2,lysine,O18-label-1,col009b_blank3,0,0
C6H14N2O2,lysine,O18-label-2,col009b_blank3,124.64,0.159482042
C5H11NO2S,methionine,C12 PARENT,col009b_blank3,0,0
